ablation_variant,image_id,skin_tone_group,delta,realization_id,dice,iou
Full CG-Adapter (Ours),000224,FST_III_IV_Medium,0.0,0,0.9392769392769392,0.885506287227002
Full CG-Adapter (Ours),000224,FST_III_IV_Medium,0.2,1,0.9335189697180647,0.8753263707571801
Full CG-Adapter (Ours),000224,FST_III_IV_Medium,0.2,2,0.9374344634743097,0.8822368421052632
Full CG-Adapter (Ours),000224,FST_III_IV_Medium,0.2,3,0.9475862068965517,0.9003931847968545
Full CG-Adapter (Ours),000243,FST_III_IV_Medium,0.0,0,0.7627118644067796,0.6164383561643836
Full CG-Adapter (Ours),000243,FST_III_IV_Medium,0.2,1,0.7241379310344828,0.5675675675675675
Full CG-Adapter (Ours),000243,FST_III_IV_Medium,0.2,2,0.6976744186046512,0.5357142857142857
Full CG-Adapter (Ours),000243,FST_III_IV_Medium,0.2,3,0.7142857142857143,0.5555555555555556
Full CG-Adapter (Ours),000443,FST_III_IV_Medium,0.0,0,0.9283489096573209,0.8662790697674418
Full CG-Adapter (Ours),000443,FST_III_IV_Medium,0.2,1,0.8098290598290598,0.6804308797127468
Full CG-Adapter (Ours),000443,FST_III_IV_Medium,0.2,2,0.9191820837390458,0.8504504504504504
Full CG-Adapter (Ours),000443,FST_III_IV_Medium,0.2,3,0.8579940417080437,0.7513043478260869
Full CG-Adapter (Ours),000444,FST_III_IV_Medium,0.0,0,0.8178913738019169,0.6918918918918919
Full CG-Adapter (Ours),000444,FST_III_IV_Medium,0.2,1,0.717948717948718,0.56
Full CG-Adapter (Ours),000444,FST_III_IV_Medium,0.2,2,0.7687687687687688,0.624390243902439
Full CG-Adapter (Ours),000444,FST_III_IV_Medium,0.2,3,0.7460815047021944,0.595
Full CG-Adapter (Ours),000446,FST_III_IV_Medium,0.0,0,0.8022598870056498,0.6698113207547169
Full CG-Adapter (Ours),000446,FST_III_IV_Medium,0.2,1,0.8022598870056498,0.6698113207547169
Full CG-Adapter (Ours),000446,FST_III_IV_Medium,0.2,2,0.8068181818181818,0.6761904761904762
Full CG-Adapter (Ours),000446,FST_III_IV_Medium,0.2,3,0.7244897959183674,0.568
Full CG-Adapter (Ours),000447,FST_III_IV_Medium,0.0,0,0.8151216986017608,0.6879370629370629
Full CG-Adapter (Ours),000447,FST_III_IV_Medium,0.2,1,0.7630736392742796,0.6169111302847282
Full CG-Adapter (Ours),000447,FST_III_IV_Medium,0.2,2,0.8656126482213439,0.7630662020905923
Full CG-Adapter (Ours),000447,FST_III_IV_Medium,0.2,3,0.7970479704797048,0.6625766871165644
Full CG-Adapter (Ours),000451,FST_III_IV_Medium,0.0,0,0.9428409734012451,0.8918629550321199
Full CG-Adapter (Ours),000451,FST_III_IV_Medium,0.2,1,0.8347627215551744,0.7163886162904809
Full CG-Adapter (Ours),000451,FST_III_IV_Medium,0.2,2,0.9177939646201873,0.8480769230769231
Full CG-Adapter (Ours),000451,FST_III_IV_Medium,0.2,3,0.8801313628899836,0.7859237536656891
Full CG-Adapter (Ours),000452,FST_III_IV_Medium,0.0,0,0.9245283018867925,0.8596491228070176
Full CG-Adapter (Ours),000452,FST_III_IV_Medium,0.2,1,0.889967637540453,0.8017492711370262
Full CG-Adapter (Ours),000452,FST_III_IV_Medium,0.2,2,0.9107692307692308,0.8361581920903954
Full CG-Adapter (Ours),000452,FST_III_IV_Medium,0.2,3,0.8928571428571429,0.8064516129032258
Full CG-Adapter (Ours),000453,FST_III_IV_Medium,0.0,0,0.8828420256991686,0.790257104194858
Full CG-Adapter (Ours),000453,FST_III_IV_Medium,0.2,1,0.7955223880597015,0.6604708798017348
Full CG-Adapter (Ours),000453,FST_III_IV_Medium,0.2,2,0.8825573314801946,0.7898009950248757
Full CG-Adapter (Ours),000453,FST_III_IV_Medium,0.2,3,0.8112827400940228,0.6824858757062147
Full CG-Adapter (Ours),000454,FST_III_IV_Medium,0.0,0,0.9500734214390602,0.9048951048951049
Full CG-Adapter (Ours),000454,FST_III_IV_Medium,0.2,1,0.9506990434142752,0.906030855539972
Full CG-Adapter (Ours),000454,FST_III_IV_Medium,0.2,2,0.9690424766018718,0.9399441340782123
Full CG-Adapter (Ours),000454,FST_III_IV_Medium,0.2,3,0.9321401938851603,0.8729050279329609
Full CG-Adapter (Ours),000457,FST_III_IV_Medium,0.0,0,0.9452878831280436,0.8962520369364476
Full CG-Adapter (Ours),000457,FST_III_IV_Medium,0.2,1,0.9396325459317585,0.8861386138613861
Full CG-Adapter (Ours),000457,FST_III_IV_Medium,0.2,2,0.9404828747894441,0.8876523582405935
Full CG-Adapter (Ours),000457,FST_III_IV_Medium,0.2,3,0.9411098527746319,0.8887700534759359
Full CG-Adapter (Ours),000459,FST_III_IV_Medium,0.0,0,0.8563907575314419,0.7488491048593351
Full CG-Adapter (Ours),000459,FST_III_IV_Medium,0.2,1,0.7748068924539513,0.6323957322987391
Full CG-Adapter (Ours),000459,FST_III_IV_Medium,0.2,2,0.7763669344389739,0.6344769165607793
Full CG-Adapter (Ours),000459,FST_III_IV_Medium,0.2,3,0.7655076495132128,0.6200991437584498
Full CG-Adapter (Ours),000461,FST_III_IV_Medium,0.0,0,0.8733031674208145,0.7751004016064257
Full CG-Adapter (Ours),000461,FST_III_IV_Medium,0.2,1,0.849015317286652,0.7376425855513308
Full CG-Adapter (Ours),000461,FST_III_IV_Medium,0.2,2,0.8507795100222717,0.7403100775193798
Full CG-Adapter (Ours),000461,FST_III_IV_Medium,0.2,3,0.8398268398268398,0.7238805970149254
Full CG-Adapter (Ours),000466,FST_III_IV_Medium,0.0,0,0.7281879194630873,0.5725593667546174
Full CG-Adapter (Ours),000466,FST_III_IV_Medium,0.2,1,0.6470028544243578,0.4781997187060478
Full CG-Adapter (Ours),000466,FST_III_IV_Medium,0.2,2,0.7934426229508197,0.657608695652174
Full CG-Adapter (Ours),000466,FST_III_IV_Medium,0.2,3,0.738799661876585,0.5857908847184986
Full CG-Adapter (Ours),000469,FST_III_IV_Medium,0.0,0,0.708994708994709,0.5491803278688525
Full CG-Adapter (Ours),000469,FST_III_IV_Medium,0.2,1,0.6838624338624338,0.5195979899497487
Full CG-Adapter (Ours),000469,FST_III_IV_Medium,0.2,2,0.6852300242130751,0.5211786372007366
Full CG-Adapter (Ours),000469,FST_III_IV_Medium,0.2,3,0.6689098250336474,0.5025278058645096
Full CG-Adapter (Ours),000470,FST_III_IV_Medium,0.0,0,0.7808676307007787,0.6405109489051095
Full CG-Adapter (Ours),000470,FST_III_IV_Medium,0.2,1,0.7635960044395117,0.6175942549371634
Full CG-Adapter (Ours),000470,FST_III_IV_Medium,0.2,2,0.8321318228630278,0.7125220458553791
Full CG-Adapter (Ours),000470,FST_III_IV_Medium,0.2,3,0.8283038501560874,0.7069271758436945
Full CG-Adapter (Ours),000473,FST_III_IV_Medium,0.0,0,0.8726114649681529,0.7740112994350282
Full CG-Adapter (Ours),000473,FST_III_IV_Medium,0.2,1,0.7879799666110183,0.650137741046832
Full CG-Adapter (Ours),000473,FST_III_IV_Medium,0.2,2,0.8711656441717791,0.7717391304347826
Full CG-Adapter (Ours),000473,FST_III_IV_Medium,0.2,3,0.8790199081163859,0.7841530054644809
Full CG-Adapter (Ours),000475,FST_III_IV_Medium,0.0,0,0.9221902017291066,0.8556149732620321
Full CG-Adapter (Ours),000475,FST_III_IV_Medium,0.2,1,0.844311377245509,0.7305699481865285
Full CG-Adapter (Ours),000475,FST_III_IV_Medium,0.2,2,0.9142857142857143,0.8421052631578947
Full CG-Adapter (Ours),000475,FST_III_IV_Medium,0.2,3,0.8944444444444445,0.8090452261306532
Full CG-Adapter (Ours),000482,FST_III_IV_Medium,0.0,0,0.8701923076923077,0.7702127659574468
Full CG-Adapter (Ours),000482,FST_III_IV_Medium,0.2,1,0.7549019607843137,0.6062992125984252
Full CG-Adapter (Ours),000482,FST_III_IV_Medium,0.2,2,0.882494004796163,0.7896995708154506
Full CG-Adapter (Ours),000482,FST_III_IV_Medium,0.2,3,0.861244019138756,0.7563025210084033
Full CG-Adapter (Ours),000486,FST_III_IV_Medium,0.0,0,0.7932489451476793,0.6573426573426573
Full CG-Adapter (Ours),000486,FST_III_IV_Medium,0.2,1,0.7719298245614035,0.6285714285714286
Full CG-Adapter (Ours),000486,FST_III_IV_Medium,0.2,2,0.7804878048780488,0.64
Full CG-Adapter (Ours),000486,FST_III_IV_Medium,0.2,3,0.7470817120622568,0.5962732919254659
Full CG-Adapter (Ours),000488,FST_III_IV_Medium,0.0,0,0.5809078931608576,0.40935178933153277
Full CG-Adapter (Ours),000488,FST_III_IV_Medium,0.2,1,0.5138458002987476,0.3457553734343591
Full CG-Adapter (Ours),000488,FST_III_IV_Medium,0.2,2,0.6558103680863365,0.4878853046594982
Full CG-Adapter (Ours),000488,FST_III_IV_Medium,0.2,3,0.5327176262527019,0.3630641489219231
Full CG-Adapter (Ours),000491,FST_III_IV_Medium,0.0,0,0.927536231884058,0.8648648648648649
Full CG-Adapter (Ours),000491,FST_III_IV_Medium,0.2,1,0.8751248751248751,0.7779751332149201
Full CG-Adapter (Ours),000491,FST_III_IV_Medium,0.2,2,0.9257142857142857,0.8617021276595744
Full CG-Adapter (Ours),000491,FST_III_IV_Medium,0.2,3,0.9404990403071017,0.8876811594202898
Full CG-Adapter (Ours),000495,FST_III_IV_Medium,0.0,0,0.897287683414851,0.8137096774193548
Full CG-Adapter (Ours),000495,FST_III_IV_Medium,0.2,1,0.8070484581497798,0.6765140324963073
Full CG-Adapter (Ours),000495,FST_III_IV_Medium,0.2,2,0.9122055674518201,0.8385826771653543
Full CG-Adapter (Ours),000495,FST_III_IV_Medium,0.2,3,0.8329238329238329,0.7136842105263158
Full CG-Adapter (Ours),000498,FST_III_IV_Medium,0.0,0,0.9157142857142857,0.8445322793148881
Full CG-Adapter (Ours),000498,FST_III_IV_Medium,0.2,1,0.834149755073478,0.7154861944777912
Full CG-Adapter (Ours),000498,FST_III_IV_Medium,0.2,2,0.879734219269103,0.7852906287069988
Full CG-Adapter (Ours),000498,FST_III_IV_Medium,0.2,3,0.8979875086745316,0.8148614609571788
Full CG-Adapter (Ours),000503,FST_III_IV_Medium,0.0,0,0.827902908375246,0.7063432835820895
Full CG-Adapter (Ours),000503,FST_III_IV_Medium,0.2,1,0.7759895606785558,0.6339729921819474
Full CG-Adapter (Ours),000503,FST_III_IV_Medium,0.2,2,0.8821233411397346,0.7891061452513967
Full CG-Adapter (Ours),000503,FST_III_IV_Medium,0.2,3,0.8033578174186778,0.6713433882848123
Full CG-Adapter (Ours),000513,FST_III_IV_Medium,0.0,0,0.8275862068965517,0.7058823529411765
Full CG-Adapter (Ours),000513,FST_III_IV_Medium,0.2,1,0.8468468468468469,0.734375
Full CG-Adapter (Ours),000513,FST_III_IV_Medium,0.2,2,0.8571428571428571,0.75
Full CG-Adapter (Ours),000513,FST_III_IV_Medium,0.2,3,0.765625,0.620253164556962
Full CG-Adapter (Ours),000514,FST_III_IV_Medium,0.0,0,0.6916221033868093,0.5286103542234333
Full CG-Adapter (Ours),000514,FST_III_IV_Medium,0.2,1,0.6733500417710944,0.5075566750629723
Full CG-Adapter (Ours),000514,FST_III_IV_Medium,0.2,2,0.7287671232876712,0.5732758620689655
Full CG-Adapter (Ours),000514,FST_III_IV_Medium,0.2,3,0.6639806607574537,0.4969843184559711
Full CG-Adapter (Ours),000516,FST_III_IV_Medium,0.0,0,0.8786127167630058,0.7835051546391752
Full CG-Adapter (Ours),000516,FST_III_IV_Medium,0.2,1,0.9012345679012346,0.8202247191011236
Full CG-Adapter (Ours),000516,FST_III_IV_Medium,0.2,2,0.9017341040462428,0.8210526315789474
Full CG-Adapter (Ours),000516,FST_III_IV_Medium,0.2,3,0.8524590163934426,0.7428571428571429
Full CG-Adapter (Ours),000517,FST_III_IV_Medium,0.0,0,0.892,0.8050541516245487
Full CG-Adapter (Ours),000517,FST_III_IV_Medium,0.2,1,0.7619047619047619,0.6153846153846154
Full CG-Adapter (Ours),000517,FST_III_IV_Medium,0.2,2,0.9061371841155235,0.8283828382838284
Full CG-Adapter (Ours),000517,FST_III_IV_Medium,0.2,3,0.8446771378708552,0.7311178247734139
Full CG-Adapter (Ours),000526,FST_III_IV_Medium,0.0,0,0.9450792480648729,0.8958770090845563
Full CG-Adapter (Ours),000526,FST_III_IV_Medium,0.2,1,0.8847040737893928,0.7932460372157133
Full CG-Adapter (Ours),000526,FST_III_IV_Medium,0.2,2,0.9503496503496504,0.905396402398401
Full CG-Adapter (Ours),000526,FST_III_IV_Medium,0.2,3,0.9457254345512593,0.8970390309555855
Full CG-Adapter (Ours),000527,FST_III_IV_Medium,0.0,0,0.7692307692307693,0.625
Full CG-Adapter (Ours),000527,FST_III_IV_Medium,0.2,1,0.7228915662650602,0.5660377358490566
Full CG-Adapter (Ours),000527,FST_III_IV_Medium,0.2,2,0.7346938775510204,0.5806451612903226
Full CG-Adapter (Ours),000527,FST_III_IV_Medium,0.2,3,0.7676767676767676,0.6229508196721312
Full CG-Adapter (Ours),000529,FST_III_IV_Medium,0.0,0,0.8732394366197183,0.775
Full CG-Adapter (Ours),000529,FST_III_IV_Medium,0.2,1,0.837967401725791,0.7211221122112211
Full CG-Adapter (Ours),000529,FST_III_IV_Medium,0.2,2,0.8925925925925926,0.8060200668896321
Full CG-Adapter (Ours),000529,FST_III_IV_Medium,0.2,3,0.8687615526802218,0.7679738562091504
Full CG-Adapter (Ours),000535,FST_III_IV_Medium,0.0,0,0.7917138217782808,0.6552370092848998
Full CG-Adapter (Ours),000535,FST_III_IV_Medium,0.2,1,0.748092272607666,0.5975618300287255
Full CG-Adapter (Ours),000535,FST_III_IV_Medium,0.2,2,0.7903453467582573,0.653364449630494
Full CG-Adapter (Ours),000535,FST_III_IV_Medium,0.2,3,0.71997791478789,0.5624730409777139
Full CG-Adapter (Ours),000540,FST_III_IV_Medium,0.0,0,0.8591385331781141,0.753061224489796
Full CG-Adapter (Ours),000540,FST_III_IV_Medium,0.2,1,0.745679012345679,0.594488188976378
Full CG-Adapter (Ours),000540,FST_III_IV_Medium,0.2,2,0.8765294771968855,0.7801980198019802
Full CG-Adapter (Ours),000540,FST_III_IV_Medium,0.2,3,0.8418756815703381,0.7269303201506592
Full CG-Adapter (Ours),000542,FST_III_IV_Medium,0.0,0,0.9561787905346187,0.9160369437447523
Full CG-Adapter (Ours),000542,FST_III_IV_Medium,0.2,1,0.9559939301972686,0.9156976744186046
Full CG-Adapter (Ours),000542,FST_III_IV_Medium,0.2,2,0.9601713062098501,0.9233937397034596
Full CG-Adapter (Ours),000542,FST_III_IV_Medium,0.2,3,0.9532790398628376,0.9107289107289107
Full CG-Adapter (Ours),000544,FST_III_IV_Medium,0.0,0,0.7471264367816092,0.5963302752293578
Full CG-Adapter (Ours),000544,FST_III_IV_Medium,0.2,1,0.6792452830188679,0.5142857142857142
Full CG-Adapter (Ours),000544,FST_III_IV_Medium,0.2,2,0.7624309392265194,0.6160714285714286
Full CG-Adapter (Ours),000544,FST_III_IV_Medium,0.2,3,0.7446808510638298,0.5932203389830508
Full CG-Adapter (Ours),000548,FST_III_IV_Medium,0.0,0,0.8610478359908884,0.756
Full CG-Adapter (Ours),000548,FST_III_IV_Medium,0.2,1,0.8508557457212714,0.7404255319148936
Full CG-Adapter (Ours),000548,FST_III_IV_Medium,0.2,2,0.849438202247191,0.73828125
Full CG-Adapter (Ours),000548,FST_III_IV_Medium,0.2,3,0.8157894736842105,0.6888888888888889
Full CG-Adapter (Ours),000552,FST_III_IV_Medium,0.0,0,0.8659217877094972,0.7635467980295566
Full CG-Adapter (Ours),000552,FST_III_IV_Medium,0.2,1,0.8128634964078002,0.6847262247838617
Full CG-Adapter (Ours),000552,FST_III_IV_Medium,0.2,2,0.8089233753637245,0.6791530944625407
Full CG-Adapter (Ours),000552,FST_III_IV_Medium,0.2,3,0.7590473244664399,0.6116650049850448
Full CG-Adapter (Ours),000557,FST_III_IV_Medium,0.0,0,0.8665041971297048,0.7644529383659818
Full CG-Adapter (Ours),000557,FST_III_IV_Medium,0.2,1,0.8409150670523271,0.7254990925589837
Full CG-Adapter (Ours),000557,FST_III_IV_Medium,0.2,2,0.8585994097129058,0.7522331922896098
Full CG-Adapter (Ours),000557,FST_III_IV_Medium,0.2,3,0.8038181361466968,0.6719865602687947
Full CG-Adapter (Ours),000559,FST_III_IV_Medium,0.0,0,0.905511811023622,0.8273381294964028
Full CG-Adapter (Ours),000559,FST_III_IV_Medium,0.2,1,0.8932228181374939,0.8070484581497798
Full CG-Adapter (Ours),000559,FST_III_IV_Medium,0.2,2,0.9010880316518298,0.81998199819982
Full CG-Adapter (Ours),000559,FST_III_IV_Medium,0.2,3,0.9230769230769231,0.8571428571428571
Full CG-Adapter (Ours),000566,FST_III_IV_Medium,0.0,0,0.9166206515737162,0.8460754332313966
Full CG-Adapter (Ours),000566,FST_III_IV_Medium,0.2,1,0.7610619469026548,0.6142857142857143
Full CG-Adapter (Ours),000566,FST_III_IV_Medium,0.2,2,0.8831529281154593,0.7907554671968191
Full CG-Adapter (Ours),000566,FST_III_IV_Medium,0.2,3,0.8573577337678616,0.750329091706889
Full CG-Adapter (Ours),000568,FST_III_IV_Medium,0.0,0,0.836104513064133,0.7183673469387755
Full CG-Adapter (Ours),000568,FST_III_IV_Medium,0.2,1,0.7827050997782705,0.6429872495446266
Full CG-Adapter (Ours),000568,FST_III_IV_Medium,0.2,2,0.8419838523644751,0.7270916334661355
Full CG-Adapter (Ours),000568,FST_III_IV_Medium,0.2,3,0.820403825717322,0.6954954954954955
Full CG-Adapter (Ours),000578,FST_III_IV_Medium,0.0,0,0.9626666666666667,0.9280205655526992
Full CG-Adapter (Ours),000578,FST_III_IV_Medium,0.2,1,0.9300746775288526,0.8692893401015228
Full CG-Adapter (Ours),000578,FST_III_IV_Medium,0.2,2,0.9603174603174603,0.9236641221374046
Full CG-Adapter (Ours),000578,FST_III_IV_Medium,0.2,3,0.9569251159708416,0.9174078780177891
Full CG-Adapter (Ours),000584,FST_III_IV_Medium,0.0,0,0.6423357664233577,0.4731182795698925
Full CG-Adapter (Ours),000584,FST_III_IV_Medium,0.2,1,0.631578947368421,0.46153846153846156
Full CG-Adapter (Ours),000584,FST_III_IV_Medium,0.2,2,0.6758620689655173,0.5104166666666666
Full CG-Adapter (Ours),000584,FST_III_IV_Medium,0.2,3,0.618421052631579,0.44761904761904764
Full CG-Adapter (Ours),000589,FST_III_IV_Medium,0.0,0,0.7759036144578313,0.6338582677165354
Full CG-Adapter (Ours),000589,FST_III_IV_Medium,0.2,1,0.7474747474747475,0.5967741935483871
Full CG-Adapter (Ours),000589,FST_III_IV_Medium,0.2,2,0.7989949748743719,0.6652719665271967
Full CG-Adapter (Ours),000589,FST_III_IV_Medium,0.2,3,0.6978723404255319,0.5359477124183006
Full CG-Adapter (Ours),000590,FST_III_IV_Medium,0.0,0,0.9182879377431906,0.8489208633093526
Full CG-Adapter (Ours),000590,FST_III_IV_Medium,0.2,1,0.7786833855799373,0.6375770020533881
Full CG-Adapter (Ours),000590,FST_III_IV_Medium,0.2,2,0.8385780885780886,0.7220270948319117
Full CG-Adapter (Ours),000590,FST_III_IV_Medium,0.2,3,0.8581259925886713,0.75150672229949
Full CG-Adapter (Ours),000594,FST_III_IV_Medium,0.0,0,0.912,0.8382352941176471
Full CG-Adapter (Ours),000594,FST_III_IV_Medium,0.2,1,0.9016393442622951,0.8208955223880597
Full CG-Adapter (Ours),000594,FST_III_IV_Medium,0.2,2,0.928,0.8656716417910447
Full CG-Adapter (Ours),000594,FST_III_IV_Medium,0.2,3,0.921875,0.855072463768116
Full CG-Adapter (Ours),000596,FST_III_IV_Medium,0.0,0,0.9499072356215214,0.9045936395759717
Full CG-Adapter (Ours),000596,FST_III_IV_Medium,0.2,1,0.927063339731286,0.8640429338103757
Full CG-Adapter (Ours),000596,FST_III_IV_Medium,0.2,2,0.9515981735159817,0.9076655052264808
Full CG-Adapter (Ours),000596,FST_III_IV_Medium,0.2,3,0.9305680793507665,0.8701517706576728
Full CG-Adapter (Ours),000605,FST_III_IV_Medium,0.0,0,0.9459798994974874,0.8974970202622169
Full CG-Adapter (Ours),000605,FST_III_IV_Medium,0.2,1,0.9047923322683706,0.8261376896149358
Full CG-Adapter (Ours),000605,FST_III_IV_Medium,0.2,2,0.9397889509621353,0.8864168618266979
Full CG-Adapter (Ours),000605,FST_III_IV_Medium,0.2,3,0.9463171036204744,0.8981042654028436
Full CG-Adapter (Ours),000606,FST_III_IV_Medium,0.0,0,0.9197431781701445,0.8514115898959881
Full CG-Adapter (Ours),000606,FST_III_IV_Medium,0.2,1,0.7477102414654455,0.5970744680851063
Full CG-Adapter (Ours),000606,FST_III_IV_Medium,0.2,2,0.8649446494464945,0.7620286085825748
Full CG-Adapter (Ours),000606,FST_III_IV_Medium,0.2,3,0.8337164750957854,0.7148488830486203
Full CG-Adapter (Ours),000613,FST_III_IV_Medium,0.0,0,0.6956521739130435,0.5333333333333333
Full CG-Adapter (Ours),000613,FST_III_IV_Medium,0.2,1,0.6052631578947368,0.4339622641509434
Full CG-Adapter (Ours),000613,FST_III_IV_Medium,0.2,2,0.7413127413127413,0.588957055214724
Full CG-Adapter (Ours),000613,FST_III_IV_Medium,0.2,3,0.7348484848484849,0.5808383233532934
Full CG-Adapter (Ours),000614,FST_III_IV_Medium,0.0,0,0.9406099518459069,0.8878787878787879
Full CG-Adapter (Ours),000614,FST_III_IV_Medium,0.2,1,0.8981636060100167,0.8151515151515152
Full CG-Adapter (Ours),000614,FST_III_IV_Medium,0.2,2,0.9381933438985737,0.8835820895522388
Full CG-Adapter (Ours),000614,FST_III_IV_Medium,0.2,3,0.937799043062201,0.8828828828828829
Full CG-Adapter (Ours),000615,FST_III_IV_Medium,0.0,0,0.8616236162361623,0.7568881685575365
Full CG-Adapter (Ours),000615,FST_III_IV_Medium,0.2,1,0.6952380952380952,0.5328467153284672
Full CG-Adapter (Ours),000615,FST_III_IV_Medium,0.2,2,0.8590604026845637,0.7529411764705882
Full CG-Adapter (Ours),000615,FST_III_IV_Medium,0.2,3,0.8392554991539763,0.7230320699708455
Full CG-Adapter (Ours),000618,FST_III_IV_Medium,0.0,0,0.8866666666666667,0.7964071856287425
Full CG-Adapter (Ours),000618,FST_III_IV_Medium,0.2,1,0.8532423208191127,0.7440476190476191
Full CG-Adapter (Ours),000618,FST_III_IV_Medium,0.2,2,0.8766233766233766,0.7803468208092486
Full CG-Adapter (Ours),000618,FST_III_IV_Medium,0.2,3,0.868421052631579,0.7674418604651163
Full CG-Adapter (Ours),000619,FST_III_IV_Medium,0.0,0,0.8427331887201736,0.7282099343955014
Full CG-Adapter (Ours),000619,FST_III_IV_Medium,0.2,1,0.764022233451238,0.6181520850367948
Full CG-Adapter (Ours),000619,FST_III_IV_Medium,0.2,2,0.7433460076045627,0.5915279878971256
Full CG-Adapter (Ours),000619,FST_III_IV_Medium,0.2,3,0.7487437185929648,0.5983935742971888
Full CG-Adapter (Ours),000620,FST_III_IV_Medium,0.0,0,0.7324324324324324,0.5778251599147122
Full CG-Adapter (Ours),000620,FST_III_IV_Medium,0.2,1,0.6811397557666214,0.5164609053497943
Full CG-Adapter (Ours),000620,FST_III_IV_Medium,0.2,2,0.8591549295774648,0.7530864197530864
Full CG-Adapter (Ours),000620,FST_III_IV_Medium,0.2,3,0.8997821350762527,0.8178217821782178
Full CG-Adapter (Ours),000622,FST_III_IV_Medium,0.0,0,0.5788336933045356,0.4072948328267477
Full CG-Adapter (Ours),000622,FST_III_IV_Medium,0.2,1,0.4605809128630705,0.2991913746630728
Full CG-Adapter (Ours),000622,FST_III_IV_Medium,0.2,2,0.5458422174840085,0.375366568914956
Full CG-Adapter (Ours),000622,FST_III_IV_Medium,0.2,3,0.7475915221579962,0.5969230769230769
Full CG-Adapter (Ours),000623,FST_III_IV_Medium,0.0,0,0.8855291576673866,0.7945736434108527
Full CG-Adapter (Ours),000623,FST_III_IV_Medium,0.2,1,0.8437636761487965,0.7297501892505678
Full CG-Adapter (Ours),000623,FST_III_IV_Medium,0.2,2,0.8962381149235221,0.8119850187265918
